"","x","y","n","dist_errors","data_gen_mech","sim_type"
"52",5.08423174628847,160.994207790355,10,"Normal(0,1)","exp(x)","n=10; dist error: Normal(0,1); data gen. mech.: exp(x)"
"53",3.17815670289511,25.4347513066711,10,"Normal(0,1)","exp(x)","n=10; dist error: Normal(0,1); data gen. mech.: exp(x)"
"54",5.31605754480815,202.928997622197,10,"Normal(0,1)","exp(x)","n=10; dist error: Normal(0,1); data gen. mech.: exp(x)"
"55",3.69083071216236,39.870745776047,10,"Normal(0,1)","exp(x)","n=10; dist error: Normal(0,1); data gen. mech.: exp(x)"
"56",8.53457453874529,5087.27360180132,10,"Normal(0,1)","exp(x)","n=10; dist error: Normal(0,1); data gen. mech.: exp(x)"
"57",6.43341495203441,621.975439751997,10,"Normal(0,1)","exp(x)","n=10; dist error: Normal(0,1); data gen. mech.: exp(x)"
"58",6.82034845899045,916.025135607647,10,"Normal(0,1)","exp(x)","n=10; dist error: Normal(0,1); data gen. mech.: exp(x)"
"59",5.76837071565269,320.510099081658,10,"Normal(0,1)","exp(x)","n=10; dist error: Normal(0,1); data gen. mech.: exp(x)"
"60",8.36435216103884,4291.15341558289,10,"Normal(0,1)","exp(x)","n=10; dist error: Normal(0,1); data gen. mech.: exp(x)"
"61",3.98808507577148,4.10840595664052,10,"Normal(0,2)","x","n=10; dist error: Normal(0,2); data gen. mech.: x"
"62",7.68607765034082,6.5082886778215,10,"Normal(0,2)","x","n=10; dist error: Normal(0,2); data gen. mech.: x"
"63",4.57084118290626,5.63383356817141,10,"Normal(0,2)","x","n=10; dist error: Normal(0,2); data gen. mech.: x"
"64",4.64088693991323,1.60409877633965,10,"Normal(0,2)","x","n=10; dist error: Normal(0,2); data gen. mech.: x"
"65",4.79961851757288,5.41273423915241,10,"Normal(0,2)","x","n=10; dist error: Normal(0,2); data gen. mech.: x"
"66",6.42533261410281,3.35243296702764,10,"Normal(0,2)","x","n=10; dist error: Normal(0,2); data gen. mech.: x"
"67",4.85287119174735,4.25091893807413,10,"Normal(0,2)","x","n=10; dist error: Normal(0,2); data gen. mech.: x"
"68",4.9247316570659,3.86817184817589,10,"Normal(0,2)","x","n=10; dist error: Normal(0,2); data gen. mech.: x"
"69",3.63667904248869,2.33248948112669,10,"Normal(0,2)","x","n=10; dist error: Normal(0,2); data gen. mech.: x"
"70",4.35145945550736,4.23766589981258,10,"Normal(0,2)","x","n=10; dist error: Normal(0,2); data gen. mech.: x"
"71",1.17128114863998,2.27227373170469,10,"Normal(0,2)","x^2","n=10; dist error: Normal(0,2); data gen. mech.: x^2"
"72",7.35316662403712,54.0319397354243,10,"Normal(0,2)","x^2","n=10; dist error: Normal(0,2); data gen. mech.: x^2"
"73",1.67005512757599,2.15294738005518,10,"Normal(0,2)","x^2","n=10; dist error: Normal(0,2); data gen. mech.: x^2"
"74",4.07293919705523,14.7301094080015,10,"Normal(0,2)","x^2","n=10; dist error: Normal(0,2); data gen. mech.: x^2"
"75",2.76815978991431,4.68778800221546,10,"Normal(0,2)","x^2","n=10; dist error: Normal(0,2); data gen. mech.: x^2"
"76",3.4983619976131,10.0881520731122,10,"Normal(0,2)","x^2","n=10; dist error: Normal(0,2); data gen. mech.: x^2"
"77",9.17433309125669,86.1684452767554,10,"Normal(0,2)","x^2","n=10; dist error: Normal(0,2); data gen. mech.: x^2"
"78",5.0347912393865,24.1065894346094,10,"Normal(0,2)","x^2","n=10; dist error: Normal(0,2); data gen. mech.: x^2"
"79",2.42739893913135,3.12341191492701,10,"Normal(0,2)","x^2","n=10; dist error: Normal(0,2); data gen. mech.: x^2"
"80",1.71878893116284,6.69281663473507,10,"Normal(0,2)","x^2","n=10; dist error: Normal(0,2); data gen. mech.: x^2"
"81",5.8502007547449,204.838193493207,10,"Normal(0,2)","x^3","n=10; dist error: Normal(0,2); data gen. mech.: x^3"
"82",4.52270579817393,92.7229536500571,10,"Normal(0,2)","x^3","n=10; dist error: Normal(0,2); data gen. mech.: x^3"
"83",7.11696609741804,361.396916579274,10,"Normal(0,2)","x^3","n=10; dist error: Normal(0,2); data gen. mech.: x^3"
"84",6.77284530274987,310.525817006172,10,"Normal(0,2)","x^3","n=10; dist error: Normal(0,2); data gen. mech.: x^3"
"85",3.76151390353771,52.5536090593769,10,"Normal(0,2)","x^3","n=10; dist error: Normal(0,2); data gen. mech.: x^3"
"86",9.41220492908094,833.754033042489,10,"Normal(0,2)","x^3","n=10; dist error: Normal(0,2); data gen. mech.: x^3"
"87",4.48994593971797,92.0908586685511,10,"Normal(0,2)","x^3","n=10; dist error: Normal(0,2); data gen. mech.: x^3"
"88",2.15101069957438,14.1028874834477,10,"Normal(0,2)","x^3","n=10; dist error: Normal(0,2); data gen. mech.: x^3"
"89",4.71120079609156,106.621831995189,10,"Normal(0,2)","x^3","n=10; dist error: Normal(0,2); data gen. mech.: x^3"
"90",5.41507667846469,161.202410416871,10,"Normal(0,2)","x^3","n=10; dist error: Normal(0,2); data gen. mech.: x^3"
"91",2.53735315688391,1.23869921719627,10,"Normal(0,2)","sqrt(x)","n=10; dist error: Normal(0,2); data gen. mech.: sqrt(x)"
"92",6.96779114010676,3.4436809496404,10,"Normal(0,2)","sqrt(x)","n=10; dist error: Normal(0,2); data gen. mech.: sqrt(x)"
"93",5.4398496073213,0.868852171311563,10,"Normal(0,2)","sqrt(x)","n=10; dist error: Normal(0,2); data gen. mech.: sqrt(x)"
"94",2.06549994181551,3.09793106376124,10,"Normal(0,2)","sqrt(x)","n=10; dist error: Normal(0,2); data gen. mech.: sqrt(x)"
"95",6.04204548529628,0.0418916857347966,10,"Normal(0,2)","sqrt(x)","n=10; dist error: Normal(0,2); data gen. mech.: sqrt(x)"
"96",4.68249079056797,0.0679375472592696,10,"Normal(0,2)","sqrt(x)","n=10; dist error: Normal(0,2); data gen. mech.: sqrt(x)"
"97",7.92917462393959,5.6981944281243,10,"Normal(0,2)","sqrt(x)","n=10; dist error: Normal(0,2); data gen. mech.: sqrt(x)"
"98",3.46783600079067,-0.169482267997782,10,"Normal(0,2)","sqrt(x)","n=10; dist error: Normal(0,2); data gen. mech.: sqrt(x)"
"99",4.13957649214291,2.85854434553278,10,"Normal(0,2)","sqrt(x)","n=10; dist error: Normal(0,2); data gen. mech.: sqrt(x)"
"100",3.14778100524513,1.01204659162824,10,"Normal(0,2)","sqrt(x)","n=10; dist error: Normal(0,2); data gen. mech.: sqrt(x)"
"101",5.81880367930187,1.43234302369046,10,"Normal(0,2)","log(x)","n=10; dist error: Normal(0,2); data gen. mech.: log(x)"
"102",8.37774657240809,2.9669682594009,10,"Normal(0,2)","log(x)","n=10; dist error: Normal(0,2); data gen. mech.: log(x)"
"103",8.17317686688394,1.30036419073168,10,"Normal(0,2)","log(x)","n=10; dist error: Normal(0,2); data gen. mech.: log(x)"
"104",4.33818439863447,-1.27295983584022,10,"Normal(0,2)","log(x)","n=10; dist error: Normal(0,2); data gen. mech.: log(x)"
"105",0.429528929415066,1.13061035111404,10,"Normal(0,2)","log(x)","n=10; dist error: Normal(0,2); data gen. mech.: log(x)"
"106",9.99532317966833,5.34160735256262,10,"Normal(0,2)","log(x)","n=10; dist error: Normal(0,2); data gen. mech.: log(x)"
"107",6.33413233353099,1.22847170201581,10,"Normal(0,2)","log(x)","n=10; dist error: Normal(0,2); data gen. mech.: log(x)"
"108",6.0826546719274,-0.701138286857416,10,"Normal(0,2)","log(x)","n=10; dist error: Normal(0,2); data gen. mech.: log(x)"
"109",4.97320095370818,2.8885462992218,10,"Normal(0,2)","log(x)","n=10; dist error: Normal(0,2); data gen. mech.: log(x)"
"110",6.02021684590585,1.70570500579863,10,"Normal(0,2)","log(x)","n=10; dist error: Normal(0,2); data gen. mech.: log(x)"
"111",1.53356318635032,2.66300819782152,10,"Normal(0,2)","exp(x)","n=10; dist error: Normal(0,2); data gen. mech.: exp(x)"
"112",5.00426371936054,143.269460762252,10,"Normal(0,2)","exp(x)","n=10; dist error: Normal(0,2); data gen. mech.: exp(x)"
"113",3.73939933214371,40.7917474433565,10,"Normal(0,2)","exp(x)","n=10; dist error: Normal(0,2); data gen. mech.: exp(x)"
"114",4.31806284027919,76.1841321665863,10,"Normal(0,2)","exp(x)","n=10; dist error: Normal(0,2); data gen. mech.: exp(x)"
"115",2.68685527472829,14.5659750614582,10,"Normal(0,2)","exp(x)","n=10; dist error: Normal(0,2); data gen. mech.: exp(x)"
"116",8.60628381583493,5465.70224558275,10,"Normal(0,2)","exp(x)","n=10; dist error: Normal(0,2); data gen. mech.: exp(x)"
"117",4.33773592721756,77.6557057976256,10,"Normal(0,2)","exp(x)","n=10; dist error: Normal(0,2); data gen. mech.: exp(x)"
"118",1.78897317549385,3.61038822911797,10,"Normal(0,2)","exp(x)","n=10; dist error: Normal(0,2); data gen. mech.: exp(x)"
"119",5.39438687747896,222.36067037667,10,"Normal(0,2)","exp(x)","n=10; dist error: Normal(0,2); data gen. mech.: exp(x)"
"120",5.52635129281095,251.214900030686,10,"Normal(0,2)","exp(x)","n=10; dist error: Normal(0,2); data gen. mech.: exp(x)"
"121",6.41462133479616,6.68467623573339,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"122",7.06821546947492,6.64603145968728,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"123",5.44696082983061,4.25784753497102,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"124",3.24258477426796,2.91155179538895,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"125",7.32592911193466,6.38609978542464,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"126",0.999670110429049,0.740737527310264,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"127",3.91041851999655,4.30479768821812,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"128",4.48865858168602,3.63680148966216,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"129",4.66775792646999,7.31692480756487,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"130",7.04092781756822,7.19693949323329,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"131",5.27244378620555,6.4026510536605,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"132",5.81433520684767,3.52521122700757,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"133",4.86069037397419,5.60169153116963,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"134",4.50467131676134,3.18842615630978,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"135",6.39110161323928,7.31090529084842,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"136",7.2924567144316,7.69058686988356,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"137",0.193807570216257,-0.213721009053515,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"138",6.14547911049168,7.46973774066895,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"139",5.74944881355731,5.04821714431039,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"140",4.14946455688785,3.56885025264731,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"141",6.90202561515363,5.90095343412821,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"142",4.22152563656324,3.55334702980985,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"143",4.43133867640085,5.37652362977393,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"144",6.71481955615961,7.14852170570477,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"145",8.4392545982412,9.44441381591825,25,"Normal(0,1)","x","n=25; dist error: Normal(0,1); data gen. mech.: x"
"146",4.21976267189264,18.8755584677753,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"147",5.7527405835493,32.6100492913138,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"148",5.48832984897299,30.0007544198004,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"149",2.14748531523492,3.3175531753288,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"150",8.5568585749509,73.7141415077256,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"151",5.26889532186735,29.0691594329098,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"152",6.53119799831573,44.1535883026062,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"153",6.91027335381796,48.5665805553839,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"154",4.89886859711546,22.1291247416014,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"155",4.38836916046606,19.7398133926533,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"156",6.78734740485103,46.5242203974392,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"157",2.90540370187741,8.08797038505304,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"158",8.9426747724483,80.1419215567313,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"159",4.23273578742328,17.0520162920068,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"160",8.30829060454998,69.7069235436691,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"161",8.02442538790126,64.0643017913412,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"162",5.16593146717183,25.1177657383721,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"163",6.134441829703,37.2639258058394,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"164",2.95090304093108,10.0722636860461,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"165",5.64601300604487,31.5431814996967,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"166",7.08722491671237,50.9615070622777,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"167",5.1981569737944,27.9674215644051,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"168",4.09172618169128,16.7466218502643,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"169",3.68843629509912,13.2522399974547,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"170",4.92815515475498,23.7570177202045,25,"Normal(0,1)","x^2","n=25; dist error: Normal(0,1); data gen. mech.: x^2"
"171",6.47917845114959,272.672653803006,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"172",2.87308516903438,24.2841736405821,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"173",5.4924216870728,165.115672671344,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"174",4.42100126687138,85.046293488662,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"175",0.470221287024112,-0.28475252837138,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"176",2.18229908785361,10.670959269114,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"177",6.83203865758515,318.074294447368,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"178",4.6174420989296,98.3785871419748,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"179",6.60656643226729,287.18729306274,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"180",8.77494892661721,675.660377382266,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"181",7.94776236221828,502.16457690219,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"182",6.354536984626,256.451219282246,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"183",5.75992537313349,190.93163731852,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"184",4.61440314708533,100.016729586618,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"185",8.1557835898088,543.259261038429,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"186",6.19246821863691,238.571920762465,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"187",2.65284611825728,17.7464430647037,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"188",4.68871493021936,103.241274501359,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"189",1.16218035946032,2.72453941633851,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"190",4.60948230777873,97.88265714128,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"191",7.62800433439611,441.717133112704,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"192",3.72891399793573,52.1946476439501,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"193",4.14004232261162,69.0551647545639,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"194",4.66136333539607,100.472368772169,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"195",6.22443634797826,242.48112527486,25,"Normal(0,1)","x^3","n=25; dist error: Normal(0,1); data gen. mech.: x^3"
"196",6.23127369860535,3.51400615665347,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"197",7.18333791107072,2.42901038960858,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"198",5.61320972302726,0.93922788524945,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"199",4.77968247503429,3.89536952553302,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"200",3.15137445374543,3.21028067348958,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"201",8.18582750743839,2.15071737208143,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"202",5.09002119624376,2.19103995841016,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"203",3.56974319866424,0.12990766934125,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"204",6.73044619943428,3.16403332322933,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"205",7.1488819165558,4.28608611170185,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"206",8.79130954839716,1.32773361060083,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"207",3.79400539278981,1.16825216457889,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"208",4.21826435855373,1.41266443270248,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"209",4.16755593693962,1.36032787296825,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"210",4.24868515435922,0.027948295613033,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"211",4.26673810859528,2.56657197049029,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"212",4.40864509459823,0.567879238728,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"213",7.88364082039974,2.78278454963877,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
"214",3.60492341617392,2.49164830791316,25,"Normal(0,1)","sqrt(x)","n=25; dist error: Normal(0,1); data gen. mech.: sqrt(x)"
